productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
529,20220424,20220506,20220501,27399,1,100,SO56711,1.49,3.99
538,20220424,20220506,20220501,27399,1,100,SO56711,8.04,21.49
231,20220424,20220506,20220501,27399,1,100,SO56711,38.49,49.99
225,20220424,20220506,20220501,27399,1,100,SO56711,6.92,8.99
530,20220424,20220506,20220501,29045,1,100,SO56712,1.87,4.99
217,20220424,20220506,20220501,29045,1,100,SO56712,13.09,34.99
231,20220424,20220506,20220501,29045,1,100,SO56712,38.49,49.99
535,20220424,20220506,20220501,12136,1,19,SO56713,9.35,24.99
480,20220424,20220506,20220501,12136,1,19,SO56713,0.86,2.29
540,20220424,20220506,20220501,16876,1,19,SO56714,12.19,32.6
480,20220424,20220506,20220501,16876,1,19,SO56714,0.86,2.29
540,20220424,20220506,20220501,24440,1,100,SO56715,12.19,32.6
529,20220424,20220506,20220501,24440,1,100,SO56715,1.49,3.99
463,20220424,20220506,20220501,24440,1,100,SO56715,9.16,24.49
536,20220424,20220506,20220501,13231,1,19,SO56716,11.22,29.99
536,20220424,20220506,20220501,23451,1,100,SO56717,11.22,29.99
528,20220424,20220506,20220501,23451,1,100,SO56717,1.87,4.99
478,20220424,20220506,20220501,21325,1,100,SO56718,3.74,9.99
477,20220424,20220506,20220501,21325,1,100,SO56718,1.87,4.99
487,20220424,20220506,20220501,21325,1,100,SO56718,20.57,54.99
536,20220424,20220506,20220501,22990,1,100,SO56719,11.22,29.99
478,20220424,20220506,20220501,21250,1,100,SO56720,3.74,9.99
477,20220424,20220506,20220501,21250,1,100,SO56720,1.87,4.99
475,20220424,20220506,20220501,28964,1,19,SO56721,26.18,69.99
476,20220424,20220506,20220501,18888,1,100,SO56722,26.18,69.99
491,20220424,20220506,20220501,18888,1,100,SO56722,41.57,53.99
474,20220424,20220506,20220501,20286,1,100,SO56723,26.18,69.99
482,20220424,20220506,20220501,20286,1,100,SO56723,3.36,8.99
477,20220424,20220506,20220501,14119,1,19,SO56724,1.87,4.99
474,20220424,20220506,20220501,20741,1,100,SO56725,26.18,69.99
234,20220424,20220506,20220501,20741,1,100,SO56725,38.49,49.99
528,20220424,20220506,20220501,16299,1,100,SO56726,1.87,4.99
485,20220424,20220506,20220501,17200,1,100,SO56727,8.22,21.98
485,20220424,20220506,20220501,16200,1,98,SO56728,8.22,21.98
222,20220424,20220506,20220501,16200,1,98,SO56728,13.09,34.99
477,20220424,20220506,20220501,23219,1,98,SO56729,1.87,4.99
222,20220424,20220506,20220501,23219,1,98,SO56729,13.09,34.99
225,20220424,20220506,20220501,20041,1,100,SO56730,6.92,8.99
529,20220424,20220506,20220501,20041,1,100,SO56730,1.49,3.99
477,20220424,20220506,20220501,22540,1,98,SO56731,1.87,4.99
465,20220424,20220506,20220501,22540,1,98,SO56731,9.16,24.49
538,20220424,20220506,20220501,22513,1,100,SO56732,8.04,21.49
480,20220424,20220506,20220501,22513,1,100,SO56732,0.86,2.29
541,20220424,20220506,20220501,22870,1,100,SO56733,10.84,28.99
530,20220424,20220506,20220501,22870,1,100,SO56733,1.87,4.99
217,20220424,20220506,20220501,22870,1,100,SO56733,13.09,34.99
537,20220424,20220506,20220501,11686,1,100,SO56734,13.09,35
528,20220424,20220506,20220501,11686,1,100,SO56734,1.87,4.99
217,20220424,20220506,20220501,11686,1,100,SO56734,13.09,34.99
485,20220424,20220506,20220501,14085,1,100,SO56735,8.22,21.98
477,20220424,20220506,20220501,14085,1,100,SO56735,1.87,4.99
478,20220424,20220506,20220501,14085,1,100,SO56735,3.74,9.99
485,20220424,20220506,20220501,13170,1,100,SO56736,8.22,21.98
214,20220424,20220506,20220501,13170,1,100,SO56736,13.09,34.99
488,20220424,20220506,20220501,13170,1,100,SO56736,41.57,53.99
478,20220424,20220506,20220501,13493,1,98,SO56737,3.74,9.99
477,20220424,20220506,20220501,13493,1,98,SO56737,1.87,4.99
359,20220424,20220506,20220501,13221,1,100,SO56738,"1,251.98",2294.99
485,20220424,20220506,20220501,13221,1,100,SO56738,8.22,21.98
214,20220424,20220506,20220501,13221,1,100,SO56738,13.09,34.99
353,20220424,20220506,20220501,11654,1,100,SO56739,"1,265.62",2319.99
485,20220424,20220506,20220501,11654,1,100,SO56739,8.22,21.98
222,20220424,20220506,20220501,11654,1,100,SO56739,13.09,34.99
355,20220424,20220506,20220501,11624,1,100,SO56740,"1,265.62",2319.99
361,20220424,20220506,20220501,13016,1,100,SO56741,"1,251.98",2294.99
537,20220424,20220506,20220501,13016,1,100,SO56741,13.09,35
528,20220424,20220506,20220501,13016,1,100,SO56741,1.87,4.99
217,20220424,20220506,20220501,13016,1,100,SO56741,13.09,34.99
357,20220424,20220506,20220501,13083,1,100,SO56742,"1,265.62",2319.99
485,20220424,20220506,20220501,13083,1,100,SO56742,8.22,21.98
225,20220424,20220506,20220501,13083,1,100,SO56742,6.92,8.99
357,20220424,20220506,20220501,12709,1,100,SO56743,"1,265.62",2319.99
222,20220424,20220506,20220501,12709,1,100,SO56743,13.09,34.99
586,20220424,20220506,20220501,14770,1,98,SO56744,461.44,742.35
541,20220424,20220506,20220501,14770,1,98,SO56744,10.84,28.99
565,20220424,20220506,20220501,14778,1,98,SO56745,461.44,742.35
484,20220424,20220506,20220501,14778,1,98,SO56745,2.97,7.95
605,20220424,20220506,20220501,20998,1,6,SO56746,343.65,539.99
538,20220424,20220506,20220501,20998,1,6,SO56746,8.04,21.49
529,20220424,20220506,20220501,20998,1,6,SO56746,1.49,3.99
217,20220424,20220506,20220501,20998,1,6,SO56746,13.09,34.99
465,20220424,20220506,20220501,20998,1,6,SO56746,9.16,24.49
605,20220424,20220506,20220501,20993,1,6,SO56747,343.65,539.99
538,20220424,20220506,20220501,20993,1,6,SO56747,8.04,21.49
480,20220424,20220506,20220501,20993,2,6,SO56747,0.86,2.29
483,20220424,20220506,20220501,20993,1,6,SO56747,44.88,120
562,20220424,20220506,20220501,29113,1,6,SO56748,"1,481.94",2384.07
541,20220424,20220506,20220501,29113,1,6,SO56748,10.84,28.99
530,20220424,20220506,20220501,29113,1,6,SO56748,1.87,4.99
214,20220424,20220506,20220501,29113,1,6,SO56748,13.09,34.99
573,20220424,20220506,20220501,29178,1,6,SO56749,"1,481.94",2384.07
477,20220424,20220506,20220501,29178,1,6,SO56749,1.87,4.99
479,20220424,20220506,20220501,29178,1,6,SO56749,3.36,8.99
489,20220424,20220506,20220501,29178,1,6,SO56749,41.57,53.99
378,20220424,20220506,20220501,18928,1,6,SO56750,"1,554.95",2443.35
479,20220424,20220506,20220501,18928,1,6,SO56750,3.36,8.99
477,20220424,20220506,20220501,18928,1,6,SO56750,1.87,4.99
214,20220424,20220506,20220501,18928,1,6,SO56750,13.09,34.99
463,20220424,20220506,20220501,18928,1,6,SO56750,9.16,24.49
361,20220424,20220506,20220501,12677,1,6,SO56751,"1,251.98",2294.99
355,20220424,20220506,20220501,11994,1,6,SO56752,"1,265.62",2319.99
487,20220424,20220506,20220501,11994,1,6,SO56752,20.57,54.99
604,20220424,20220506,20220501,22778,1,100,SO56753,343.65,539.99
538,20220424,20220506,20220501,22778,1,100,SO56753,8.04,21.49
480,20220424,20220506,20220501,22778,1,100,SO56753,0.86,2.29
486,20220424,20220506,20220501,22778,1,100,SO56753,59.47,159
390,20220424,20220506,20220501,19875,1,100,SO56754,713.08,1120.49
529,20220424,20220506,20220501,19875,1,100,SO56754,1.49,3.99
539,20220424,20220506,20220501,19875,1,100,SO56754,9.35,24.99
237,20220424,20220506,20220501,19875,1,100,SO56754,38.49,49.99
386,20220424,20220506,20220501,20001,1,100,SO56755,713.08,1120.49
222,20220424,20220506,20220501,20001,1,100,SO56755,13.09,34.99
390,20220424,20220506,20220501,23753,1,98,SO56756,713.08,1120.49
539,20220424,20220506,20220501,23753,1,98,SO56756,9.35,24.99
529,20220424,20220506,20220501,23753,1,98,SO56756,1.49,3.99
214,20220424,20220506,20220501,23753,1,98,SO56756,13.09,34.99
225,20220424,20220506,20220501,23753,1,98,SO56756,6.92,8.99
388,20220425,20220507,20220502,24909,1,6,SO56757,713.08,1120.49
539,20220425,20220507,20220502,24909,1,6,SO56757,9.35,24.99
529,20220425,20220507,20220502,24909,1,6,SO56757,1.49,3.99
355,20220425,20220507,20220502,12218,1,100,SO56758,"1,265.62",2319.99
485,20220425,20220507,20220502,12218,1,100,SO56758,8.22,21.98
234,20220425,20220507,20220502,12218,1,100,SO56758,38.49,49.99
481,20220425,20220507,20220502,12218,1,100,SO56758,3.36,8.99
225,20220425,20220507,20220502,12943,1,100,SO56759,6.92,8.99
529,20220425,20220507,20220502,20605,1,6,SO56760,1.49,3.99
538,20220425,20220507,20220502,20605,1,6,SO56760,8.04,21.49
217,20220425,20220507,20220502,20605,1,6,SO56760,13.09,34.99
463,20220425,20220507,20220502,20605,1,6,SO56760,9.16,24.49
528,20220425,20220507,20220502,25217,1,6,SO56761,1.87,4.99
222,20220425,20220507,20220502,25217,1,6,SO56761,13.09,34.99
478,20220425,20220507,20220502,29301,1,6,SO56762,3.74,9.99
477,20220425,20220507,20220502,29301,1,6,SO56762,1.87,4.99
483,20220425,20220507,20220502,29301,1,6,SO56762,44.88,120
594,20220425,20220507,20220502,19504,1,100,SO56763,308.22,564.99
222,20220425,20220507,20220502,19504,1,100,SO56763,13.09,34.99
374,20220425,20220507,20220502,24549,1,98,SO56764,"1,554.95",2443.35
540,20220425,20220507,20220502,24549,1,98,SO56764,12.19,32.6
529,20220425,20220507,20220502,24549,1,98,SO56764,1.49,3.99
217,20220425,20220507,20220502,24549,1,98,SO56764,13.09,34.99
234,20220425,20220507,20220502,12073,1,100,SO56765,38.49,49.99
225,20220425,20220507,20220502,12073,1,100,SO56765,6.92,8.99
530,20220425,20220507,20220502,28286,1,100,SO56766,1.87,4.99
529,20220425,20220507,20220502,29250,1,100,SO56767,1.49,3.99
539,20220425,20220507,20220502,29250,1,100,SO56767,9.35,24.99
481,20220425,20220507,20220502,29250,1,100,SO56767,3.36,8.99
535,20220425,20220507,20220502,25007,1,100,SO56768,9.35,24.99
480,20220425,20220507,20220502,25007,1,100,SO56768,0.86,2.29
535,20220425,20220507,20220502,26337,1,100,SO56769,9.35,24.99
528,20220425,20220507,20220502,26337,1,100,SO56769,1.87,4.99
529,20220425,20220507,20220502,24318,1,100,SO56770,1.49,3.99
540,20220425,20220507,20220502,24318,1,100,SO56770,12.19,32.6
217,20220425,20220507,20220502,24318,1,100,SO56770,13.09,34.99
535,20220425,20220507,20220502,11640,1,19,SO56771,9.35,24.99
528,20220425,20220507,20220502,11640,1,19,SO56771,1.87,4.99
222,20220425,20220507,20220502,11640,1,19,SO56771,13.09,34.99
225,20220425,20220507,20220502,11640,1,19,SO56771,6.92,8.99
231,20220425,20220507,20220502,11640,1,19,SO56771,38.49,49.99
476,20220425,20220507,20220502,11698,1,19,SO56772,26.18,69.99
231,20220425,20220507,20220502,11698,1,19,SO56772,38.49,49.99
475,20220425,20220507,20220502,11709,1,19,SO56773,26.18,69.99
477,20220425,20220507,20220502,18071,1,100,SO56774,1.87,4.99
471,20220425,20220507,20220502,18071,1,100,SO56774,23.75,63.5
477,20220425,20220507,20220502,17616,1,100,SO56775,1.87,4.99
485,20220425,20220507,20220502,14294,1,100,SO56776,8.22,21.98
222,20220425,20220507,20220502,14294,1,100,SO56776,13.09,34.99
467,20220425,20220507,20220502,14294,1,100,SO56776,9.16,24.49
529,20220425,20220507,20220502,12504,1,98,SO56777,1.49,3.99
540,20220425,20220507,20220502,12504,1,98,SO56777,12.19,32.6
463,20220425,20220507,20220502,12504,1,98,SO56777,9.16,24.49
541,20220425,20220507,20220502,26882,1,100,SO56778,10.84,28.99
530,20220425,20220507,20220502,26882,1,100,SO56778,1.87,4.99
487,20220425,20220507,20220502,26882,1,100,SO56778,20.57,54.99
480,20220425,20220507,20220502,26882,1,100,SO56778,0.86,2.29
538,20220425,20220507,20220502,29379,1,98,SO56779,8.04,21.49
480,20220425,20220507,20220502,29379,1,98,SO56779,0.86,2.29
530,20220425,20220507,20220502,28905,1,100,SO56780,1.87,4.99
225,20220425,20220507,20220502,28905,1,100,SO56780,6.92,8.99
478,20220425,20220507,20220502,13507,1,98,SO56781,3.74,9.99
477,20220425,20220507,20220502,13507,1,98,SO56781,1.87,4.99
485,20220425,20220507,20220502,18322,1,19,SO56782,8.22,21.98
355,20220425,20220507,20220502,12981,1,100,SO56783,"1,265.62",2319.99
485,20220425,20220507,20220502,12981,1,100,SO56783,8.22,21.98
463,20220425,20220507,20220502,12981,1,100,SO56783,9.16,24.49
568,20220425,20220507,20220502,27825,2,100,SO56784,461.44,742.35
486,20220425,20220507,20220502,27825,1,100,SO56784,59.47,159
587,20220425,20220507,20220502,16708,1,6,SO56785,419.78,769.49
477,20220425,20220507,20220502,16708,1,6,SO56785,1.87,4.99
489,20220425,20220507,20220502,16708,1,6,SO56785,41.57,53.99
374,20220425,20220507,20220502,19596,1,6,SO56786,"1,554.95",2443.35
217,20220425,20220507,20220502,19596,1,6,SO56786,13.09,34.99
378,20220425,20220507,20220502,19096,1,6,SO56787,"1,554.95",2443.35
479,20220425,20220507,20220502,19096,1,6,SO56787,3.36,8.99
477,20220425,20220507,20220502,19096,1,6,SO56787,1.87,4.99
487,20220425,20220507,20220502,19096,1,6,SO56787,20.57,54.99
363,20220425,20220507,20220502,12009,1,6,SO56788,"1,251.98",2294.99
485,20220425,20220507,20220502,12009,1,6,SO56788,8.22,21.98
217,20220425,20220507,20220502,12009,1,6,SO56788,13.09,34.99
463,20220425,20220507,20220502,12009,1,6,SO56788,9.16,24.49
363,20220425,20220507,20220502,12338,1,6,SO56789,"1,251.98",2294.99
485,20220425,20220507,20220502,12338,1,6,SO56789,8.22,21.98
483,20220425,20220507,20220502,12338,1,6,SO56789,44.88,120
576,20220425,20220507,20220502,24990,1,100,SO56790,"1,481.94",2384.07
541,20220425,20220507,20220502,24990,1,100,SO56790,10.84,28.99
530,20220425,20220507,20220502,24990,1,100,SO56790,1.87,4.99
237,20220425,20220507,20220502,24990,1,100,SO56790,38.49,49.99
605,20220425,20220507,20220502,22091,1,100,SO56791,343.65,539.99
482,20220425,20220507,20220502,22091,1,100,SO56791,3.36,8.99
382,20220425,20220507,20220502,23747,1,98,SO56792,713.08,1120.49
479,20220425,20220507,20220502,23747,1,98,SO56792,3.36,8.99
477,20220425,20220507,20220502,23747,1,98,SO56792,1.87,4.99
484,20220425,20220507,20220502,23747,1,98,SO56792,2.97,7.95
606,20220425,20220507,20220502,22506,2,100,SO56793,343.65,539.99
538,20220425,20220507,20220502,22506,1,100,SO56793,8.04,21.49
563,20220425,20220507,20220502,15693,1,100,SO56794,"1,481.94",2384.07
214,20220425,20220507,20220502,15693,1,100,SO56794,13.09,34.99
225,20220425,20220507,20220502,15693,1,100,SO56794,6.92,8.99
562,20220425,20220507,20220502,12307,1,100,SO56795,"1,481.94",2384.07
479,20220425,20220507,20220502,12307,1,100,SO56795,3.36,8.99
477,20220425,20220507,20220502,12307,1,100,SO56795,1.87,4.99
463,20220425,20220507,20220502,12307,1,100,SO56795,9.16,24.49
382,20220426,20220508,20220503,23541,1,6,SO56796,713.08,1120.49
222,20220426,20220508,20220503,23541,1,6,SO56796,13.09,34.99
363,20220426,20220508,20220503,12630,2,98,SO56797,"1,251.98",2294.99
537,20220426,20220508,20220503,12630,1,98,SO56797,13.09,35
528,20220426,20220508,20220503,12630,1,98,SO56797,1.87,4.99
225,20220426,20220508,20220503,11519,1,19,SO56798,6.92,8.99
536,20220426,20220508,20220503,16674,1,6,SO56799,11.22,29.99
528,20220426,20220508,20220503,16674,1,6,SO56799,1.87,4.99
480,20220426,20220508,20220503,16674,1,6,SO56799,0.86,2.29
537,20220426,20220508,20220503,21186,1,6,SO56800,13.09,35
536,20220426,20220508,20220503,17318,1,6,SO56801,11.22,29.99
528,20220426,20220508,20220503,17318,1,6,SO56801,1.87,4.99
474,20220426,20220508,20220503,13614,1,6,SO56802,26.18,69.99
482,20220426,20220508,20220503,13614,1,6,SO56802,3.36,8.99
475,20220426,20220508,20220503,26432,1,6,SO56803,26.18,69.99
490,20220426,20220508,20220503,26432,1,6,SO56803,41.57,53.99
478,20220426,20220508,20220503,15787,1,6,SO56804,3.74,9.99
477,20220426,20220508,20220503,15787,1,6,SO56804,1.87,4.99
222,20220426,20220508,20220503,15787,1,6,SO56804,13.09,34.99
491,20220426,20220508,20220503,15787,1,6,SO56804,41.57,53.99
479,20220426,20220508,20220503,19627,1,6,SO56805,3.36,8.99
477,20220426,20220508,20220503,19627,1,6,SO56805,1.87,4.99
376,20220426,20220508,20220503,20710,1,98,SO56806,"1,554.95",2443.35
479,20220426,20220508,20220503,20710,1,98,SO56806,3.36,8.99
477,20220426,20220508,20220503,20710,1,98,SO56806,1.87,4.99
480,20220426,20220508,20220503,11634,1,100,SO56807,0.86,2.29
529,20220426,20220508,20220503,25171,1,100,SO56808,1.49,3.99
540,20220426,20220508,20220503,25171,1,100,SO56808,12.19,32.6
535,20220426,20220508,20220503,25893,1,100,SO56809,9.35,24.99
540,20220426,20220508,20220503,24396,1,100,SO56810,12.19,32.6
529,20220426,20220508,20220503,24396,1,100,SO56810,1.49,3.99
480,20220426,20220508,20220503,24396,1,100,SO56810,0.86,2.29
535,20220426,20220508,20220503,25336,1,100,SO56811,9.35,24.99
528,20220426,20220508,20220503,22367,1,100,SO56812,1.87,4.99
536,20220426,20220508,20220503,22367,1,100,SO56812,11.22,29.99
222,20220426,20220508,20220503,22367,1,100,SO56812,13.09,34.99
474,20220426,20220508,20220503,20184,1,100,SO56813,26.18,69.99
490,20220426,20220508,20220503,20184,1,100,SO56813,41.57,53.99
465,20220426,20220508,20220503,11719,1,19,SO56814,9.16,24.49
474,20220426,20220508,20220503,11719,1,19,SO56814,26.18,69.99
475,20220426,20220508,20220503,18853,1,100,SO56815,26.18,69.99
477,20220426,20220508,20220503,11091,1,19,SO56816,1.87,4.99
528,20220426,20220508,20220503,16134,1,100,SO56817,1.87,4.99
481,20220426,20220508,20220503,16134,1,100,SO56817,3.36,8.99
528,20220426,20220508,20220503,15431,1,100,SO56818,1.87,4.99
480,20220426,20220508,20220503,15431,2,100,SO56818,0.86,2.29
485,20220426,20220508,20220503,14094,1,100,SO56819,8.22,21.98
528,20220426,20220508,20220503,26700,1,19,SO56820,1.87,4.99
480,20220426,20220508,20220503,26700,2,19,SO56820,0.86,2.29
485,20220426,20220508,20220503,13914,1,100,SO56821,8.22,21.98
228,20220426,20220508,20220503,13914,1,100,SO56821,38.49,49.99
485,20220426,20220508,20220503,16193,1,98,SO56822,8.22,21.98
471,20220426,20220508,20220503,16193,1,98,SO56822,23.75,63.5
475,20220426,20220508,20220503,28725,1,100,SO56823,26.18,69.99
225,20220426,20220508,20220503,28725,1,100,SO56823,6.92,8.99
539,20220426,20220508,20220503,16438,1,100,SO56824,9.35,24.99
538,20220426,20220508,20220503,21095,1,100,SO56825,8.04,21.49
480,20220426,20220508,20220503,21095,1,100,SO56825,0.86,2.29
484,20220426,20220508,20220503,21095,1,100,SO56825,2.97,7.95
529,20220426,20220508,20220503,27945,1,98,SO56826,1.49,3.99
225,20220426,20220508,20220503,27945,1,98,SO56826,6.92,8.99
529,20220426,20220508,20220503,24108,1,100,SO56827,1.49,3.99
541,20220426,20220508,20220503,14553,1,98,SO56828,10.84,28.99
530,20220426,20220508,20220503,14553,1,98,SO56828,1.87,4.99
217,20220426,20220508,20220503,14553,1,98,SO56828,13.09,34.99
530,20220426,20220508,20220503,15444,1,98,SO56829,1.87,4.99
237,20220426,20220508,20220503,15444,1,98,SO56829,38.49,49.99
528,20220426,20220508,20220503,11505,1,19,SO56830,1.87,4.99
537,20220426,20220508,20220503,11505,1,19,SO56830,13.09,35
222,20220426,20220508,20220503,11505,1,19,SO56830,13.09,34.99
537,20220426,20220508,20220503,12932,1,100,SO56831,13.09,35
528,20220426,20220508,20220503,12932,1,100,SO56831,1.87,4.99
485,20220426,20220508,20220503,16241,1,19,SO56832,8.22,21.98
217,20220426,20220508,20220503,16241,1,19,SO56832,13.09,34.99
222,20220426,20220508,20220503,12234,1,100,SO56833,13.09,34.99
376,20220426,20220508,20220503,20376,1,100,SO56834,"1,554.95",2443.35
540,20220426,20220508,20220503,20376,1,100,SO56834,12.19,32.6
359,20220426,20220508,20220503,11690,1,100,SO56835,"1,251.98",2294.99
485,20220426,20220508,20220503,11690,1,100,SO56835,8.22,21.98
481,20220426,20220508,20220503,11690,1,100,SO56835,3.36,8.99
363,20220426,20220508,20220503,11623,1,100,SO56836,"1,251.98",2294.99
528,20220426,20220508,20220503,11623,1,100,SO56836,1.87,4.99
537,20220426,20220508,20220503,11623,1,100,SO56836,13.09,35
217,20220426,20220508,20220503,11623,1,100,SO56836,13.09,34.99
579,20220426,20220508,20220503,11388,1,98,SO56837,755.15,1214.85
491,20220426,20220508,20220503,11388,1,98,SO56837,41.57,53.99
225,20220426,20220508,20220503,16404,1,100,SO56838,6.92,8.99
577,20220426,20220508,20220503,16404,2,100,SO56838,755.15,1214.85
